congressional_district,pwsid,pws_name,primacy_agency_code,population_served_count,service_connections_count,primary_source_code,owner_type_code,active_component_count,active_component_types,violation_count,unresolved_violation_count,health_based_violation_count,corrective_action_count,enforcement_action_count,site_inspection_count,latest_site_inspection_date,latitude,longitude
GA-01,GA1790153,TRADEPORT EAST,GA,675,24,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),23,2,0,0,46,5,2025-11-18,31.8480199,-81.5904785
GA-01,GA1790157,VILLAGES AT LIMERICK,GA,39,15,GW,P,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),1,1,0,0,3,4,2025-04-03,NA,NA
GA-01,GA1790164,LYMAN HALL NORTH SUBDIVISION,GA,284,105,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),1,1,0,0,3,3,2021-03-18,NA,NA
GA-01,GA1790170,LIBERTY COUNTY WATER SYSTEM,GA,910,350,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),2,2,0,0,5,3,2023-04-18,NA,NA
GA-01,GA0290025,TIVOLI MARSH WATER SYSTEM,GA,146,56,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),17,7,2,0,49,7,2025-12-04,31.9322996,-81.2986982
GA-01,GA0290023,BRYAN WOODS ESTATES PHASE III,GA,123,49,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),24,10,1,0,47,5,2023-03-16,NA,NA
GA-01,GA0290022,HOLLY HILL SUBDIVISION,GA,162,60,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),85,28,0,0,117,7,2025-01-14,NA,NA
GA-01,GA0290021,THE COVE SUBDIVISION,GA,286,108,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),19,12,4,0,34,6,2025-12-09,NA,NA
GA-01,GA0290094,LAUREL GROVE,GA,122,47,GW,P,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),5,1,0,0,8,5,2023-03-08,NA,NA
GA-01,GA0290096,DUNHAM MARSH,GA,429,373,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),5,2,0,0,9,5,2025-07-11,NA,NA
GA-01,GA0290098,BLACK CREEK GOLF-BREWTON ACRES,GA,541,208,GW,P,8,Well (4); Treatment Plant (3); Distribution System/Zone (1),5,0,0,0,11,5,2025-02-06,NA,NA
GA-01,GA0290099,HAYDEN LAKES SUBDIVISION,GA,270,100,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),4,0,0,0,11,5,2024-05-29,32.0771378,-81.0941666
GA-01,GA0290102,BRYAN COUNTY WATER SYSTEM,GA,1111,427,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),3,2,0,0,4,4,2024-04-03,NA,NA
GA-01,GA0290020,DANIEL PINES,GA,162,60,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),16,7,1,0,41,5,2024-02-29,NA,NA
GA-01,GA0290015,BRIARWOOD SUBDIVISION,GA,49,19,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),9,2,0,0,16,5,2024-06-14,NA,NA
GA-01,GA0290014,BAR D RANCH SUBDIVISION,GA,57,24,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),18,7,0,0,35,6,2024-06-18,NA,NA
GA-01,GA0290013,BLACK CREEK FARMS WEST,GA,319,118,GW,P,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),10,2,0,0,19,5,2023-10-30,NA,NA
GA-01,GA0290011,STRATHY HALL SUBDIVISION,GA,1185,439,GW,P,9,Distribution System/Zone (1); Well (4); Treatment Plant (4),12,4,0,0,23,6,2024-02-29,NA,NA
GA-01,GA0290010,LINCOLN RIVER ESTATES,GA,105,39,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),13,5,0,0,22,6,2024-02-29,NA,NA
GA-01,GA0290009,LAKE LORRAINE SUBDIVISION,GA,232,126,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),11,5,0,0,27,5,2024-04-03,NA,NA
GA-01,GA0290008,CAPE HARDWICKE/FT. MCALLISTER/KINSALE/RE,GA,861,319,GW,P,10,Distribution System/Zone (1); Treatment Plant (4); Well (5),12,2,0,0,25,6,2025-12-11,NA,NA
GA-01,GA0290006,BRYAN WOODS ESTATES,GA,187,72,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),12,3,0,0,32,5,2021-07-01,NA,NA
GA-01,GA0290005,BRYAN ACRES SUBDIVISION,GA,211,67,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),8,2,0,0,17,5,2024-06-14,NA,NA
GA-01,GA0290004,BLACK CREEK FARMS SUBDIVISION,GA,320,123,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),11,5,0,0,27,8,2023-10-30,NA,NA
GA-01,GA0290001,PEMBROKE WATER SYSTEM,GA,3021,1264,GW,L,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),14,2,0,0,33,7,2025-07-23,NA,NA
GA-01,GA1030016,FOXBOW FARMS,GA,723,298,GW,P,9,Distribution System/Zone (1); Well (5); Treatment Plant (3),9,3,0,0,15,7,2022-01-14,NA,NA
GA-01,GA0510047,MARSH POINT HOMES,GA,497,191,GW,P,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),15,8,0,0,25,7,2025-05-20,NA,NA
GA-01,GA0510049,SOUTHSIDE MOBILE ESTATES,GA,224,97,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),16,7,0,0,29,7,2024-11-25,NA,NA
GA-01,GA0510060,SAVANNAH YACHT & COUNTRY CLUB,GA,257,99,GW,P,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),12,4,0,0,27,6,2024-02-05,NA,NA
GA-01,GA1910000,DARIEN WATER SYSTEM,GA,3242,1202,GW,L,7,Distribution System/Zone (1); Treatment Plant (2); Well (4),31,26,0,0,34,6,2022-06-10,NA,NA
GA-01,GA1030144,STONEGATE SUBDIVISION,GA,198,76,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),6,0,0,0,11,5,2021-10-15,NA,NA
GA-01,GA0510098,ENNIS MOBILE HOME PARK,GA,33,18,GW,P,2,Well (1); Distribution System/Zone (1),30,22,3,0,56,7,2025-07-21,NA,NA
GA-01,GA0510099,MONTGOMERY AREA,GA,1185,447,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),8,4,1,0,20,6,2022-10-13,NA,NA
GA-01,GA0510100,BETHESDA HOME FOR BOYS,GA,126,22,GW,P,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),12,1,0,0,30,7,2022-12-08,NA,NA
GA-01,GA0510110,FOSS MOBILE HOME PARK,GA,221,85,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),31,25,1,0,23,5,2022-05-31,NA,NA
GA-01,GA0510112,QUACCO VILLAGE,GA,138,53,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),18,9,3,0,32,7,2023-12-19,32.02619,-81.2263182
GA-01,GA1830029,STEWART PINES TRAILER PARK,GA,81,31,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),17,7,2,0,44,6,2022-10-13,31.8302454,-81.5974196
GA-01,GA1830028,OAK RIDGE MOBILE HOME PARK,GA,78,44,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),7,2,0,0,13,5,2021-01-27,NA,NA
GA-01,GA1830021,J & M RENTALS,GA,70,27,GW,P,2,Well (1); Distribution System/Zone (1),32,18,7,0,70,9,2023-05-16,NA,NA
GA-01,GA1830020,TAYLORS CREEK MOBILE HOME PARK,GA,55,21,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),27,17,4,0,58,6,2022-10-13,NA,NA
GA-01,GA1830007,OAKDALE MOBILE HOME PARK,GA,268,103,GW,P,6,Well (3); Treatment Plant (2); Distribution System/Zone (1),16,3,0,0,38,6,2025-01-07,NA,NA
GA-01,GA1790087,TALMADGE OAKS MOBILE HOME PARK,GA,226,87,GW,P,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),5,0,0,0,15,6,2025-06-26,NA,NA
GA-01,GA1790030,HERITAGE ESTATES,GA,130,50,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),36,18,1,0,83,8,2023-04-18,NA,NA
GA-01,GA1790021,WESTVIEW SUBDIVISION,GA,48,18,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),133,115,2,0,95,7,2025-07-11,NA,NA
GA-01,GA1270179,DRAKES LANDING SUBDIVISION,GA,59,63,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),0,0,0,0,2,6,2021-12-29,NA,NA
GA-01,GA1270176,VALERIE IV SUBDIVISION,GA,52,20,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),2,1,0,0,4,6,2024-01-17,NA,NA
GA-01,GA1270171,SERENOA COVE SUBDIVISION,GA,95,35,GW,P,5,Distribution System/Zone (1); Treatment Plant (1); Well (3),9,1,0,0,22,6,2021-03-29,NA,NA
GA-01,GA1270168,VALERIE SUBDIVISION,GA,376,139,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),2,2,0,0,1,5,2024-01-17,NA,NA
GA-01,GA1270080,GOLDEN ISLES MARINA MASTER ASSOCIATION,GA,237,86,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),7,6,0,0,29,9,2025-12-10,NA,NA
GA-01,GA1270056,STERLING MOBILE HOME PARK,GA,39,15,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),14,8,4,0,43,6,2025-12-10,31.1873626,-81.5036398
GA-01,GA1270042,SOUTHERN PINES MH VILLAGE,GA,104,40,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),76,31,3,0,140,8,2025-02-04,33.8492236,-84.3775525
GA-01,GA1270174,CREEKSIDE OAKS SUBDIVISION,GA,108,40,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),0,0,0,0,0,5,2023-04-27,NA,NA
GA-01,GA1270175,PICKET LANDING,GA,52,21,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),0,0,0,0,0,5,2023-04-27,NA,NA
GA-01,GA1270185,BOYKIN RIDGE SUBDIVISION,GA,109,42,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),1,1,0,0,2,5,2021-12-29,NA,NA
GA-01,GA1790014,WOODLAND LAKES,GA,672,249,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),9,3,0,0,17,5,2024-02-27,NA,NA
GA-01,GA1790029,VICTORY MANOR MOBILE HOME PARK,GA,64,58,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),18,6,1,0,43,7,2023-07-19,NA,NA
GA-01,GA1790159,RYAN ESTATES,GA,62,26,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),2,1,0,0,7,4,2025-04-03,NA,NA
GA-01,GA1830017,CALHOUN UTILITY,GA,213,71,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),80,41,2,0,135,7,2024-02-15,NA,NA
GA-01,GA1830032,PINE CREST MOBILE HOME PARK,GA,95,46,GW,P,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),48,8,0,0,52,7,2024-03-19,NA,NA
GA-01,GA1830034,MAGNOLIA PARK,GA,62,24,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),19,5,1,0,44,7,2025-01-07,NA,NA
GA-01,GA1830037,PERSIMMON ESTATES SUBDIVISION,GA,114,44,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),8,2,0,0,19,5,2023-06-20,NA,NA
GA-01,GA1830047,WINCHESTER ESTATES SUBDIVISION,GA,101,39,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),24,5,0,0,23,6,2025-10-07,NA,NA
GA-01,GA1830049,CRAWFORD WATER SYSTEM,GA,724,268,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),1,1,0,0,3,5,2021-10-26,NA,NA
GA-01,GA1830050,PARRISH CROSSING,GA,26,125,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),2,1,0,0,7,5,2021-10-26,NA,NA
GA-01,GA1830053,CYPRESS CREEK,GA,86,33,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),3,0,0,0,5,5,2021-10-26,NA,NA
GA-01,GA1830056,BURNT PINES,GA,198,73,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),4,1,0,0,9,5,2024-02-06,NA,NA
GA-01,GA1830059,WIREGRASS ESTATES SUBDIVISION,GA,52,46,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),24,2,0,0,29,6,2024-11-12,NA,NA
GA-01,GA1830062,HORSE CREEK FARMS,GA,500,180,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),2,0,0,0,4,5,2025-11-19,NA,NA
GA-01,GA1830063,MURRAY CROSSING SUBDIVISION,GA,25,24,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),2,1,0,0,7,4,2021-10-26,NA,NA
GA-01,GA1910003,SAPELO GARDENS,GA,153,59,GW,P,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),12,7,0,0,31,6,2024-05-20,NA,NA
GA-01,GA1910009,JOHN ALFORD SUBDIVISION,GA,989,366,GW,P,6,Well (3); Treatment Plant (2); Distribution System/Zone (1),63,15,2,0,35,6,2024-05-20,NA,NA
GA-01,GA1910079,DELTA PLANTATION,GA,65,25,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),14,7,0,0,31,6,2025-07-01,NA,NA
GA-01,GA1910097,SAPELO RIDGE/POPPELL FARMS SUBDIVISION,GA,300,111,GW,L,4,Treatment Plant (1); Well (2); Distribution System/Zone (1),5,1,0,0,10,7,2025-10-28,NA,NA
GA-01,GA1910101,COOPER`S POINT / SUTHERLAND BLUFF,GA,299,115,GW,P,9,Distribution System/Zone (1); Treatment Plant (4); Well (4),4,1,1,0,8,5,2023-11-14,NA,NA
GA-01,GA1910115,THE MARSH AT SHELLMAN'S,GA,25,15,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),0,0,0,0,0,2,2023-01-11,NA,NA
GA-01,GA1910116,HAMMOCKS AT SAPELO,GA,83,32,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),1,0,0,0,3,2,2023-11-16,NA,NA
GA-01,GA1910122,SHELLMAR SUBDIVISION,GA,36,17,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),11,4,0,0,24,6,2022-06-13,NA,NA
GA-01,GA1910123,RIVER MARSH MOBILE HOME PARK,GA,60,20,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),0,0,0,0,0,2,2024-07-09,NA,NA
GA-01,GA0290029,GARDNER ESTATES,GA,184,68,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),12,2,1,0,23,6,2024-02-29,NA,NA
GA-01,GA0310258,GRAYSTONE APARTMENTS,GA,99,38,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),2,0,0,0,5,4,2025-04-16,NA,NA
GA-01,GA0510014,AZALEA MOBILE HOME PLAZA,GA,300,130,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),32,23,1,0,24,5,2021-01-13,32.0444,-81.18128
GA-01,GA1030028,PINEORA WATER SYSTEM,GA,94,36,GW,P,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),7,2,0,0,13,7,2025-01-31,NA,NA
GA-01,GA1030030,WHISPERING PINES RV PARK,GA,308,131,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),54,11,0,0,78,6,2023-06-20,NA,NA
GA-01,GA1030033,TELFORD PARK LLC,GA,33,14,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),52,34,1,0,64,7,2023-06-01,NA,NA
GA-01,GA1030036,RED GATE MOBILE HOME PARK,GA,80,30,GW,P,2,Distribution System/Zone (1); Well (1),17,7,6,0,48,8,2024-03-28,NA,NA
GA-01,GA1030077,GOSHEN VILLA SUBDIVISION,GA,632,243,GW,P,6,Distribution System/Zone (1); Well (3); Treatment Plant (2),10,2,0,0,27,7,2025-05-13,NA,NA
GA-01,GA1030083,GOSHEN APARTMENTS,GA,52,20,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),21,8,0,0,43,7,2025-05-19,NA,NA
GA-01,GA1030087,SOUTH EFFINGHAM WOODS/EFFINGHAM FOREST,GA,340,129,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),44,8,0,0,50,5,2021-06-18,NA,NA
GA-01,GA1030090,CREEKWOOD FARMS SUBDIVISION,GA,71,27,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),32,26,0,0,18,5,2023-12-15,NA,NA
GA-01,GA1030093,SADDLEBROOK SUBDIVISION,GA,398,153,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),35,27,0,0,26,7,2025-11-19,NA,NA
GA-01,GA1030126,AZALEA POINT,GA,1037,399,GW,P,8,Well (4); Treatment Plant (3); Distribution System/Zone (1),3,0,0,0,5,6,2023-01-10,NA,NA
GA-01,GA1030128,LOW GROUND FARMS SUBDIVISION,GA,91,35,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),7,1,0,0,16,7,2022-04-07,NA,NA
GA-01,GA1030155,MELDRIM APARTMENTS,GA,70,27,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),3,0,0,0,5,5,2025-12-23,NA,NA
GA-01,GA1030161,SOUTHBROOK SUBDIVISION,GA,47,18,GW,L,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),4,1,0,0,9,3,2023-11-09,NA,NA
GA-01,GA0510138,BASHLORS MOBILE HOME PARK,GA,55,20,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),12,4,3,0,31,6,2024-06-07,32.02619,-81.2263182
GA-01,GA1030100,HICKORY KNOB SUBDIVISION,GA,671,337,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),23,10,0,0,49,7,2023-10-06,NA,NA
GA-01,GA1030129,BUCKFIELD PLANTATION/PLEASANT HILL S/D,GA,190,73,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),5,0,0,0,11,5,2025-03-06,NA,NA
GA-01,GA1030133,STILLWOOD SUBDIVISION,GA,49,19,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),5,0,0,0,12,6,2025-01-31,NA,NA
GA-01,GA1030107,SOUTH POINTE SUBDIVISION,GA,491,207,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),11,1,0,0,25,6,2021-02-12,32.0771378,-81.0941666
GA-01,GA0510023,EAST PINES SUBDIVISION,GA,348,134,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),9,0,0,0,21,6,2024-03-26,32.0771378,-81.0941666
GA-01,GA0510028,GRAYS SUBDIVISION,GA,715,286,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),7,4,1,0,12,5,2025-02-24,NA,NA
GA-01,GA0290097,THE SANCTUARY SUBDIVISION,GA,81,32,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),2,0,0,0,4,3,2023-03-08,NA,NA
GA-01,GA1830002,TWIN OAKS MOBILE HOME PARK,GA,111,43,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),14,6,1,0,50,6,2023-03-09,32.0307984,-80.971885
GA-01,GA1790124,GLENBROOK MOBILE HOME PARK,GA,130,50,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),30,14,1,0,71,8,2025-06-02,NA,NA
GA-01,GA0290083,HOPE CREEK PLANTATION,GA,108,40,GW,P,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),10,0,0,0,20,5,2025-01-14,NA,NA
GA-01,GA0290079,WELLINGTON OAKS SUBDIVISION,GA,151,56,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),4,0,0,0,5,7,2025-01-14,NA,NA
GA-01,GA0290076,OXFORD UTILITY COMPANY,GA,324,120,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),6,2,0,0,11,6,2024-05-23,NA,NA
GA-01,GA0290071,CRANSTON BLUFF-WATERFORD LANDING,GA,975,375,GW,P,5,Distribution System/Zone (1); Treatment Plant (2); Well (2),172,10,0,0,46,6,2024-02-29,NA,NA
GA-01,GA0290064,BAILEY PLANTATION SUBDIVISION,GA,348,129,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),10,2,0,0,23,6,2025-02-06,NA,NA
GA-01,GA0290036,RICHMOND HILL MHP,GA,58,22,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),11,5,2,0,26,6,2024-04-03,NA,NA
GA-01,GA0290031,KENS MOBILE HOME PARK,GA,28,24,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),23,15,5,0,55,7,2022-12-15,NA,NA
GA-01,GA0290090,DEMERIES LAKE SUBDIVISION,GA,52,20,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),3,0,0,0,5,5,2024-02-29,NA,NA
GA-01,GA0290092,VICTORIA PLACE SUBDIVISION,GA,205,76,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),2,0,0,0,3,5,2025-03-10,NA,NA
GA-01,GA0290093,MAGNOLIA CREEK PLANTATION/TAYOR PLACE,GA,589,218,GW,P,6,Distribution System/Zone (1); Well (3); Treatment Plant (2),3,0,0,0,5,4,2025-03-10,NA,NA
GA-01,GA0290104,HENDERSON PARK,GA,2962,1097,GW,L,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),28,27,0,0,5,4,2025-12-08,NA,NA
GA-01,GA0290105,OAK LEVEL WATER SYSTEM,GA,932,345,GW,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),3,2,0,0,4,3,2025-12-08,NA,NA
GA-01,GA1030010,LAKESIDE FARMS / BLOOMINGDALE,GA,993,382,GW,P,7,Distribution System/Zone (1); Treatment Plant (3); Well (3),7,1,0,0,10,7,2025-05-13,NA,NA
GA-01,GA1030011,MELDRIM LAKES,GA,203,78,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),12,4,1,0,22,5,2025-05-05,NA,NA
GA-01,GA0390002,WOODBINE,GA,1512,584,GW,L,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),15,3,1,0,34,7,2025-05-21,NA,NA
GA-01,GA0390043,ELLIOTT`S BLUFF,GA,419,155,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),7,3,2,0,15,6,2024-12-04,NA,NA
GA-01,GA0390056,SANCTUARY COVE WATER SYSTEM,GA,1018,377,GW,P,6,Distribution System/Zone (1); Well (3); Treatment Plant (2),1,1,0,0,4,6,2023-11-28,NA,NA
GA-01,GA0390059,RIVER PLACE PLANTATION,GA,350,129,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),1,1,0,0,2,2,2023-04-06,NA,NA
GA-01,GA1030079,PADDLEFORD PLANTATION SUBDIVISION,GA,192,74,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),8,1,0,0,18,6,2025-03-06,NA,NA
GA-01,GA1030101,DEERWOOD S/D-GREEN PEACE RV PK,GA,133,65,GW,P,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),30,25,1,0,21,7,2025-05-19,NA,NA
GA-01,GA0510012,GROVE HILL SUBDIVISION,GA,275,102,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),1,1,0,0,3,6,2024-06-04,NA,NA
GA-01,GA1030108,LAKEWOOD SUBDIVISION,GA,291,112,GW,P,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),7,3,0,0,13,5,2025-10-28,NA,NA
GA-01,GA1030109,HUNTERS MILL SUBDIVISION,GA,114,44,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),11,4,0,0,22,5,2025-01-31,NA,NA
GA-01,GA0510036,OGEECHEE FARMS,GA,918,353,GW,P,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),41,29,1,0,73,6,2023-10-23,NA,NA
GA-01,GA0510038,PARKERSBURG SUBDIVISION,GA,1253,482,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),13,5,0,0,25,6,2025-02-24,NA,NA
GA-01,GA0510044,RIO VISTA/BURNSIDE,GA,759,281,GW,P,7,Distribution System/Zone (1); Well (3); Treatment Plant (3),10,2,0,0,22,6,2022-10-13,NA,NA
GA-01,GA1030134,JAMESTOWN SUBDIVISION,GA,187,72,GW,P,7,Well (2); Treatment Plant (2); Storage (2); Distribution System/Zone (1),8,2,0,0,14,6,2025-11-19,NA,NA
GA-01,GA0510104,WHITFIELD PARK SUBDIVISION,GA,676,260,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),15,6,1,0,26,7,2025-10-20,NA,NA
GA-01,GA0510121,BEAULIEU VILLAGE SUBDIVISION,GA,143,55,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),12,3,0,0,27,4,2021-07-01,NA,NA
GA-01,GA0510124,LITTLE NECK PLANTATION,GA,111,42,GW,L,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),12,5,0,0,26,6,2023-04-04,32.0771378,-81.0941666
GA-01,GA0510128,MODENA ISLAND,GA,86,32,GW,L,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),17,6,0,0,36,6,2023-06-12,NA,NA
GA-01,GA0510144,RIVERVIEW MOBILE INN,GA,179,69,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),13,4,0,0,31,7,2025-05-20,NA,NA
GA-01,GA0510163,SEABREEZE MOBILE HOME PARK,GA,83,32,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),16,11,3,0,38,6,2025-03-10,32.0427951,-81.1883893
GA-01,GA0510266,B`DETTE MOBILE BLUFF,GA,68,26,GW,P,4,Well (1); Treatment Plant (1); Consecutive Connection (1); Distribution System/Zone (1),15,9,0,0,27,7,2025-08-14,NA,NA
GA-01,GA1030102,RIVER ROAD FARMS,GA,273,92,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),7,0,0,0,12,7,2025-05-05,NA,NA
GA-01,GA1030000,GUYTON,GA,2394,1478,GW,L,7,Treatment Plant (3); Well (3); Distribution System/Zone (1),8,4,0,0,20,8,2024-01-17,32.3331506,-81.3934271
GA-01,GA1030002,SPRINGFIELD,GA,3100,1500,GW,L,11,Well (5); Treatment Plant (5); Distribution System/Zone (1),23,8,1,0,50,9,2023-03-16,32.3680441,-81.3108158
GA-01,GA1270008,CABANA COURT MHP,GA,88,36,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),6,4,0,0,17,7,2025-12-22,30.8695942,-83.2902856
GA-01,GA0510006,THUNDERBOLT,GA,2556,1200,GW,L,6,Distribution System/Zone (1); Consecutive Connection (1); Well (2); Treatment Plant (2),67,55,3,0,69,9,2023-12-19,32.031273,-81.0509511
GA-01,GA0510096,RUNAWAY POINT,GA,861,331,GW,P,3,Distribution System/Zone (1); Treatment Plant (1); Well (1),5,3,0,0,15,6,2024-02-05,NA,NA
GA-01,GA1270033,LIVE OAK MOBILE HOME PARK,GA,203,75,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),48,29,0,0,88,10,2025-08-19,31.1743726,-81.5001671
GA-01,GA1270035,BEL-AIRE ESTATES ANNEX S/D,GA,117,45,GW,P,3,Distribution System/Zone (1); Well (1); Treatment Plant (1),6,5,0,0,12,6,2022-12-13,NA,NA
